1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
6,6,1,"[5, 0, 27, 0, 0, 19, 335, 0, 6, 107]",374,125,0.5689067328878541,1,0.005,-1
7,6,7,"[0, 21, 5, 11, 0, 787, 0, 4, 441, 0]",951,318,0.6209584731494951,1,0.005,-1
8,6,15,"[31, 0, 0, 1785, 0, 16, 4, 756, 2856, 0]",4086,1362,0.5811008130835212,1,0.005,-1
9,6,9,"[633, 1997, 89, 0, 519, 0, 768, 0, 0, 0]",3004,1002,0.5122758905004429,1,0.005,-1
10,6,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
11,6,17,"[0, 26, 1463, 1379, 335, 60, 0, 17, 2373, 0]",4239,1414,0.52106062735732,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,7,0,"[6903, 7877, 6990, 7141, 6824, 6313, 6876, 7293, 6825, 6958]",1972,658,0.0,1,0.005,-1
3,7,15,"[31, 0, 0, 1785, 0, 16, 4, 756, 2856, 0]",4086,1362,0.5811008130835212,1,0.005,-1
4,7,17,"[0, 26, 1463, 1379, 335, 60, 0, 17, 2373, 0]",4239,1414,0.52106062735732,1,0.005,-1
5,7,7,"[0, 21, 5, 11, 0, 787, 0, 4, 441, 0]",951,318,0.6209584731494951,1,0.005,-1
6,7,11,"[0, 0, 159, 3055, 0, 558, 0, 0, 0, 0]",2829,943,0.6412535648036622,1,0.005,-1
7,7,18,"[998, 0, 0, 0, 0, 8, 4260, 0, 0, 0]",3949,1317,0.6642112104359419,1,0.005,-1
8,7,16,"[3628, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2721,907,0.7261288536692153,1,0.005,-1
9,7,8,"[1, 3599, 0, 0, 0, 0, 0, 0, 0, 0]",2700,900,0.7141273126040879,1,0.005,-1
10,7,14,"[0, 0, 0, 0, 0, 2719, 0, 3011, 0, 0]",4297,1433,0.6541440715899297,1,0.005,-1
11,7,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,8,17,"[0, 26, 1463, 1379, 335, 60, 0, 17, 2373, 0]",4239,1414,0.52106062735732,1,0.005,-1
3,8,16,"[3628, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2721,907,0.7261288536692153,1,0.005,-1
4,8,1,"[5, 0, 27, 0, 0, 19, 335, 0, 6, 107]",374,125,0.5689067328878541,1,0.005,-1
5,8,5,"[0, 38, 0, 1, 39, 0, 0, 0, 25, 6086]",4641,1548,0.7028928685459928,1,0.005,-1
6,8,4,"[71, 13, 0, 207, 0, 1129, 6, 0, 40, 451]",1437,480,0.5461692855716429,1,0.005,-1
7,8,14,"[0, 0, 0, 0, 0, 2719, 0, 3011, 0, 0]",4297,1433,0.6541440715899297,1,0.005,-1
8,8,8,"[1, 3599, 0, 0, 0, 0, 0, 0, 0, 0]",2700,900,0.7141273126040879,1,0.005,-1
9,8,7,"[0, 21, 5, 11, 0, 787, 0, 4, 441, 0]",951,318,0.6209584731494951,1,0.005,-1
10,8,15,"[31, 0, 0, 1785, 0, 16, 4, 756, 2856, 0]",4086,1362,0.5811008130835212,1,0.005,-1
11,8,12,"[8, 180, 3277, 0, 0, 148, 0, 0, 0, 0]",2709,904,0.6590232166651764,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,9,6,"[0, 873, 176, 46, 0, 0, 42, 0, 13, 106]",942,314,0.5393214584665168,1,0.005,-1
3,9,0,"[6903, 7877, 6990, 7141, 6824, 6313, 6876, 7293, 6825, 6958]",1972,658,0.0,1,0.005,-1
4,9,14,"[0, 0, 0, 0, 0, 2719, 0, 3011, 0, 0]",4297,1433,0.6541440715899297,1,0.005,-1
5,9,11,"[0, 0, 159, 3055, 0, 558, 0, 0, 0, 0]",2829,943,0.6412535648036622,1,0.005,-1
6,9,12,"[8, 180, 3277, 0, 0, 148, 0, 0, 0, 0]",2709,904,0.6590232166651764,1,0.005,-1
7,9,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
8,9,8,"[1, 3599, 0, 0, 0, 0, 0, 0, 0, 0]",2700,900,0.7141273126040879,1,0.005,-1
9,9,3,"[155, 0, 0, 0, 1, 0, 0, 2381, 4, 0]",1905,636,0.6822258062273266,1,0.005,-1
10,9,13,"[0, 237, 343, 0, 6, 453, 0, 1095, 0, 0]",1600,534,0.5387657443836079,1,0.005,-1
11,9,9,"[633, 1997, 89, 0, 519, 0, 768, 0, 0, 0]",3004,1002,0.5122758905004429,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,10,3,"[155, 0, 0, 0, 1, 0, 0, 2381, 4, 0]",1905,636,0.6822258062273266,1,0.005,-1
3,10,9,"[633, 1997, 89, 0, 519, 0, 768, 0, 0, 0]",3004,1002,0.5122758905004429,1,0.005,-1
4,10,12,"[8, 180, 3277, 0, 0, 148, 0, 0, 0, 0]",2709,904,0.6590232166651764,1,0.005,-1
5,10,11,"[0, 0, 159, 3055, 0, 558, 0, 0, 0, 0]",2829,943,0.6412535648036622,1,0.005,-1
6,10,15,"[31, 0, 0, 1785, 0, 16, 4, 756, 2856, 0]",4086,1362,0.5811008130835212,1,0.005,-1
7,10,14,"[0, 0, 0, 0, 0, 2719, 0, 3011, 0, 0]",4297,1433,0.6541440715899297,1,0.005,-1
8,10,8,"[1, 3599, 0, 0, 0, 0, 0, 0, 0, 0]",2700,900,0.7141273126040879,1,0.005,-1
9,10,7,"[0, 21, 5, 11, 0, 787, 0, 4, 441, 0]",951,318,0.6209584731494951,1,0.005,-1
10,10,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
11,10,18,"[998, 0, 0, 0, 0, 8, 4260, 0, 0, 0]",3949,1317,0.6642112104359419,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,11,2,"[3, 0, 0, 143, 0, 0, 1461, 0, 0, 23]",1222,408,0.6644187131042979,1,0.005,-1
3,11,13,"[0, 237, 343, 0, 6, 453, 0, 1095, 0, 0]",1600,534,0.5387657443836079,1,0.005,-1
4,11,8,"[1, 3599, 0, 0, 0, 0, 0, 0, 0, 0]",2700,900,0.7141273126040879,1,0.005,-1
5,11,11,"[0, 0, 159, 3055, 0, 558, 0, 0, 0, 0]",2829,943,0.6412535648036622,1,0.005,-1
6,11,5,"[0, 38, 0, 1, 39, 0, 0, 0, 25, 6086]",4641,1548,0.7028928685459928,1,0.005,-1
7,11,6,"[0, 873, 176, 46, 0, 0, 42, 0, 13, 106]",942,314,0.5393214584665168,1,0.005,-1
8,11,9,"[633, 1997, 89, 0, 519, 0, 768, 0, 0, 0]",3004,1002,0.5122758905004429,1,0.005,-1
9,11,16,"[3628, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2721,907,0.7261288536692153,1,0.005,-1
10,11,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
11,11,10,"[920, 2, 1450, 513, 134, 97, 0, 0, 0, 0]",2337,779,0.5310852547138758,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,12,13,"[0, 237, 343, 0, 6, 453, 0, 1095, 0, 0]",1600,534,0.5387657443836079,1,0.005,-1
3,12,2,"[3, 0, 0, 143, 0, 0, 1461, 0, 0, 23]",1222,408,0.6644187131042979,1,0.005,-1
4,12,7,"[0, 21, 5, 11, 0, 787, 0, 4, 441, 0]",951,318,0.6209584731494951,1,0.005,-1
5,12,6,"[0, 873, 176, 46, 0, 0, 42, 0, 13, 106]",942,314,0.5393214584665168,1,0.005,-1
6,12,8,"[1, 3599, 0, 0, 0, 0, 0, 0, 0, 0]",2700,900,0.7141273126040879,1,0.005,-1
7,12,15,"[31, 0, 0, 1785, 0, 16, 4, 756, 2856, 0]",4086,1362,0.5811008130835212,1,0.005,-1
8,12,0,"[6903, 7877, 6990, 7141, 6824, 6313, 6876, 7293, 6825, 6958]",1972,658,0.0,1,0.005,-1
9,12,9,"[633, 1997, 89, 0, 519, 0, 768, 0, 0, 0]",3004,1002,0.5122758905004429,1,0.005,-1
10,12,18,"[998, 0, 0, 0, 0, 8, 4260, 0, 0, 0]",3949,1317,0.6642112104359419,1,0.005,-1
11,12,10,"[920, 2, 1450, 513, 134, 97, 0, 0, 0, 0]",2337,779,0.5310852547138758,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,13,11,"[0, 0, 159, 3055, 0, 558, 0, 0, 0, 0]",2829,943,0.6412535648036622,1,0.005,-1
3,13,14,"[0, 0, 0, 0, 0, 2719, 0, 3011, 0, 0]",4297,1433,0.6541440715899297,1,0.005,-1
4,13,9,"[633, 1997, 89, 0, 519, 0, 768, 0, 0, 0]",3004,1002,0.5122758905004429,1,0.005,-1
5,13,1,"[5, 0, 27, 0, 0, 19, 335, 0, 6, 107]",374,125,0.5689067328878541,1,0.005,-1
6,13,4,"[71, 13, 0, 207, 0, 1129, 6, 0, 40, 451]",1437,480,0.5461692855716429,1,0.005,-1
7,13,15,"[31, 0, 0, 1785, 0, 16, 4, 756, 2856, 0]",4086,1362,0.5811008130835212,1,0.005,-1
8,13,18,"[998, 0, 0, 0, 0, 8, 4260, 0, 0, 0]",3949,1317,0.6642112104359419,1,0.005,-1
9,13,0,"[6903, 7877, 6990, 7141, 6824, 6313, 6876, 7293, 6825, 6958]",1972,658,0.0,1,0.005,-1
10,13,3,"[155, 0, 0, 0, 1, 0, 0, 2381, 4, 0]",1905,636,0.6822258062273266,1,0.005,-1
11,13,7,"[0, 21, 5, 11, 0, 787, 0, 4, 441, 0]",951,318,0.6209584731494951,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,14,11,"[0, 0, 159, 3055, 0, 558, 0, 0, 0, 0]",2829,943,0.6412535648036622,1,0.005,-1
3,14,18,"[998, 0, 0, 0, 0, 8, 4260, 0, 0, 0]",3949,1317,0.6642112104359419,1,0.005,-1
4,14,17,"[0, 26, 1463, 1379, 335, 60, 0, 17, 2373, 0]",4239,1414,0.52106062735732,1,0.005,-1
5,14,14,"[0, 0, 0, 0, 0, 2719, 0, 3011, 0, 0]",4297,1433,0.6541440715899297,1,0.005,-1
6,14,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
7,14,16,"[3628, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2721,907,0.7261288536692153,1,0.005,-1
8,14,0,"[6903, 7877, 6990, 7141, 6824, 6313, 6876, 7293, 6825, 6958]",1972,658,0.0,1,0.005,-1
9,14,13,"[0, 237, 343, 0, 6, 453, 0, 1095, 0, 0]",1600,534,0.5387657443836079,1,0.005,-1
10,14,6,"[0, 873, 176, 46, 0, 0, 42, 0, 13, 106]",942,314,0.5393214584665168,1,0.005,-1
11,14,10,"[920, 2, 1450, 513, 134, 97, 0, 0, 0, 0]",2337,779,0.5310852547138758,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,15,2,"[3, 0, 0, 143, 0, 0, 1461, 0, 0, 23]",1222,408,0.6644187131042979,1,0.005,-1
3,15,1,"[5, 0, 27, 0, 0, 19, 335, 0, 6, 107]",374,125,0.5689067328878541,1,0.005,-1
4,15,12,"[8, 180, 3277, 0, 0, 148, 0, 0, 0, 0]",2709,904,0.6590232166651764,1,0.005,-1
5,15,11,"[0, 0, 159, 3055, 0, 558, 0, 0, 0, 0]",2829,943,0.6412535648036622,1,0.005,-1
6,15,10,"[920, 2, 1450, 513, 134, 97, 0, 0, 0, 0]",2337,779,0.5310852547138758,1,0.005,-1
7,15,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
8,15,7,"[0, 21, 5, 11, 0, 787, 0, 4, 441, 0]",951,318,0.6209584731494951,1,0.005,-1
9,15,16,"[3628, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2721,907,0.7261288536692153,1,0.005,-1
10,15,13,"[0, 237, 343, 0, 6, 453, 0, 1095, 0, 0]",1600,534,0.5387657443836079,1,0.005,-1
11,15,14,"[0, 0, 0, 0, 0, 2719, 0, 3011, 0, 0]",4297,1433,0.6541440715899297,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,16,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
3,16,6,"[0, 873, 176, 46, 0, 0, 42, 0, 13, 106]",942,314,0.5393214584665168,1,0.005,-1
4,16,13,"[0, 237, 343, 0, 6, 453, 0, 1095, 0, 0]",1600,534,0.5387657443836079,1,0.005,-1
5,16,11,"[0, 0, 159, 3055, 0, 558, 0, 0, 0, 0]",2829,943,0.6412535648036622,1,0.005,-1
6,16,12,"[8, 180, 3277, 0, 0, 148, 0, 0, 0, 0]",2709,904,0.6590232166651764,1,0.005,-1
7,16,5,"[0, 38, 0, 1, 39, 0, 0, 0, 25, 6086]",4641,1548,0.7028928685459928,1,0.005,-1
8,16,7,"[0, 21, 5, 11, 0, 787, 0, 4, 441, 0]",951,318,0.6209584731494951,1,0.005,-1
9,16,2,"[3, 0, 0, 143, 0, 0, 1461, 0, 0, 23]",1222,408,0.6644187131042979,1,0.005,-1
10,16,3,"[155, 0, 0, 0, 1, 0, 0, 2381, 4, 0]",1905,636,0.6822258062273266,1,0.005,-1
11,16,15,"[31, 0, 0, 1785, 0, 16, 4, 756, 2856, 0]",4086,1362,0.5811008130835212,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,17,10,"[920, 2, 1450, 513, 134, 97, 0, 0, 0, 0]",2337,779,0.5310852547138758,1,0.005,-1
3,17,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
4,17,4,"[71, 13, 0, 207, 0, 1129, 6, 0, 40, 451]",1437,480,0.5461692855716429,1,0.005,-1
5,17,17,"[0, 26, 1463, 1379, 335, 60, 0, 17, 2373, 0]",4239,1414,0.52106062735732,1,0.005,-1
6,17,0,"[6903, 7877, 6990, 7141, 6824, 6313, 6876, 7293, 6825, 6958]",1972,658,0.0,1,0.005,-1
7,17,8,"[1, 3599, 0, 0, 0, 0, 0, 0, 0, 0]",2700,900,0.7141273126040879,1,0.005,-1
8,17,13,"[0, 237, 343, 0, 6, 453, 0, 1095, 0, 0]",1600,534,0.5387657443836079,1,0.005,-1
9,17,6,"[0, 873, 176, 46, 0, 0, 42, 0, 13, 106]",942,314,0.5393214584665168,1,0.005,-1
10,17,16,"[3628, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2721,907,0.7261288536692153,1,0.005,-1
11,17,12,"[8, 180, 3277, 0, 0, 148, 0, 0, 0, 0]",2709,904,0.6590232166651764,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,18,9,"[633, 1997, 89, 0, 519, 0, 768, 0, 0, 0]",3004,1002,0.5122758905004429,1,0.005,-1
3,18,11,"[0, 0, 159, 3055, 0, 558, 0, 0, 0, 0]",2829,943,0.6412535648036622,1,0.005,-1
4,18,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
5,18,6,"[0, 873, 176, 46, 0, 0, 42, 0, 13, 106]",942,314,0.5393214584665168,1,0.005,-1
6,18,1,"[5, 0, 27, 0, 0, 19, 335, 0, 6, 107]",374,125,0.5689067328878541,1,0.005,-1
7,18,18,"[998, 0, 0, 0, 0, 8, 4260, 0, 0, 0]",3949,1317,0.6642112104359419,1,0.005,-1
8,18,10,"[920, 2, 1450, 513, 134, 97, 0, 0, 0, 0]",2337,779,0.5310852547138758,1,0.005,-1
9,18,7,"[0, 21, 5, 11, 0, 787, 0, 4, 441, 0]",951,318,0.6209584731494951,1,0.005,-1
10,18,15,"[31, 0, 0, 1785, 0, 16, 4, 756, 2856, 0]",4086,1362,0.5811008130835212,1,0.005,-1
11,18,17,"[0, 26, 1463, 1379, 335, 60, 0, 17, 2373, 0]",4239,1414,0.52106062735732,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,19,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
3,19,2,"[3, 0, 0, 143, 0, 0, 1461, 0, 0, 23]",1222,408,0.6644187131042979,1,0.005,-1
4,19,14,"[0, 0, 0, 0, 0, 2719, 0, 3011, 0, 0]",4297,1433,0.6541440715899297,1,0.005,-1
5,19,0,"[6903, 7877, 6990, 7141, 6824, 6313, 6876, 7293, 6825, 6958]",1972,658,0.0,1,0.005,-1
6,19,5,"[0, 38, 0, 1, 39, 0, 0, 0, 25, 6086]",4641,1548,0.7028928685459928,1,0.005,-1
7,19,3,"[155, 0, 0, 0, 1, 0, 0, 2381, 4, 0]",1905,636,0.6822258062273266,1,0.005,-1
8,19,18,"[998, 0, 0, 0, 0, 8, 4260, 0, 0, 0]",3949,1317,0.6642112104359419,1,0.005,-1
9,19,12,"[8, 180, 3277, 0, 0, 148, 0, 0, 0, 0]",2709,904,0.6590232166651764,1,0.005,-1
10,19,16,"[3628, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2721,907,0.7261288536692153,1,0.005,-1
11,19,13,"[0, 237, 343, 0, 6, 453, 0, 1095, 0, 0]",1600,534,0.5387657443836079,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,20,15,"[31, 0, 0, 1785, 0, 16, 4, 756, 2856, 0]",4086,1362,0.5811008130835212,1,0.005,-1
3,20,19,"[310, 1, 1, 1, 5789, 0, 0, 0, 0, 1]",4577,1526,0.6933633656165747,1,0.005,-1
4,20,16,"[3628, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2721,907,0.7261288536692153,1,0.005,-1
5,20,14,"[0, 0, 0, 0, 0, 2719, 0, 3011, 0, 0]",4297,1433,0.6541440715899297,1,0.005,-1
6,20,0,"[6903, 7877, 6990, 7141, 6824, 6313, 6876, 7293, 6825, 6958]",1972,658,0.0,1,0.005,-1
7,20,2,"[3, 0, 0, 143, 0, 0, 1461, 0, 0, 23]",1222,408,0.6644187131042979,1,0.005,-1
8,20,10,"[920, 2, 1450, 513, 134, 97, 0, 0, 0, 0]",2337,779,0.5310852547138758,1,0.005,-1
9,20,3,"[155, 0, 0, 0, 1, 0, 0, 2381, 4, 0]",1905,636,0.6822258062273266,1,0.005,-1
10,20,18,"[998, 0, 0, 0, 0, 8, 4260, 0, 0, 0]",3949,1317,0.6642112104359419,1,0.005,-1
11,20,8,"[1, 3599, 0, 0, 0, 0, 0, 0, 0, 0]",2700,900,0.7141273126040879,1,0.005,-1
