1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
11,4,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.213156197558563,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,5,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.213156197558563,1,0.005,-1
3,5,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.14465801288639704,1,0.005,-1
4,5,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
5,5,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.21669387046619493,1,0.005,-1
6,5,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
7,5,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.17868086760674307,1,0.005,-1
8,5,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.1447840252320051,1,0.005,-1
9,5,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
10,5,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1625883228168087,1,0.005,-1
11,5,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,6,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.15350000029565564,1,0.005,-1
3,6,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1513791479715275,1,0.005,-1
4,6,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
5,6,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.14258758197082952,1,0.005,-1
6,6,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
7,6,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.14465801288639704,1,0.005,-1
8,6,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
9,6,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.17868086760674307,1,0.005,-1
10,6,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.21669387046619493,1,0.005,-1
11,6,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.213156197558563,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,7,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25329270349499494,1,0.005,-1
3,7,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
4,7,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.15350000029565564,1,0.005,-1
5,7,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
6,7,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09063530118203954,1,0.005,-1
7,7,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
8,7,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1513791479715275,1,0.005,-1
9,7,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
10,7,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.21669387046619493,1,0.005,-1
11,7,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,8,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.21669387046619493,1,0.005,-1
3,8,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.14258758197082952,1,0.005,-1
4,8,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
5,8,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
6,8,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
7,8,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28742300176116214,1,0.005,-1
8,8,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.14465801288639704,1,0.005,-1
9,8,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
10,8,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.1447840252320051,1,0.005,-1
11,8,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,9,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.1447840252320051,1,0.005,-1
3,9,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.055791354361820984,1,0.005,-1
4,9,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
5,9,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09063530118203954,1,0.005,-1
6,9,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
7,9,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1625883228168087,1,0.005,-1
8,9,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.15350000029565564,1,0.005,-1
9,9,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.14465801288639704,1,0.005,-1
10,9,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
11,9,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,10,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.1447840252320051,1,0.005,-1
3,10,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
4,10,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
5,10,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
6,10,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25329270349499494,1,0.005,-1
7,10,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
8,10,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.14465801288639704,1,0.005,-1
9,10,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.21669387046619493,1,0.005,-1
10,10,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1513791479715275,1,0.005,-1
11,10,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.14258758197082952,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,11,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.055791354361820984,1,0.005,-1
3,11,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
4,11,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
5,11,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25329270349499494,1,0.005,-1
6,11,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.14258758197082952,1,0.005,-1
7,11,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.15350000029565564,1,0.005,-1
8,11,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28742300176116214,1,0.005,-1
9,11,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
10,11,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1625883228168087,1,0.005,-1
11,11,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,12,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.1447840252320051,1,0.005,-1
3,12,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.17063697494523078,1,0.005,-1
4,12,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28742300176116214,1,0.005,-1
5,12,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1513791479715275,1,0.005,-1
6,12,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
7,12,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
8,12,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
9,12,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.14258758197082952,1,0.005,-1
10,12,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
11,12,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,13,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
3,13,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
4,13,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.17868086760674307,1,0.005,-1
5,13,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
6,13,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.1447840252320051,1,0.005,-1
7,13,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.213156197558563,1,0.005,-1
8,13,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.055791354361820984,1,0.005,-1
9,13,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09063530118203954,1,0.005,-1
10,13,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28742300176116214,1,0.005,-1
11,13,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.17063697494523078,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,14,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
3,14,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.15350000029565564,1,0.005,-1
4,14,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
5,14,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.14258758197082952,1,0.005,-1
6,14,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
7,14,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.17868086760674307,1,0.005,-1
8,14,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
9,14,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28742300176116214,1,0.005,-1
10,14,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.17063697494523078,1,0.005,-1
11,14,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,15,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25329270349499494,1,0.005,-1
3,15,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.14465801288639704,1,0.005,-1
4,15,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.17868086760674307,1,0.005,-1
5,15,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
6,15,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28742300176116214,1,0.005,-1
7,15,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09063530118203954,1,0.005,-1
8,15,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.15350000029565564,1,0.005,-1
9,15,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.14258758197082952,1,0.005,-1
10,15,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
11,15,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.055791354361820984,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,16,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
3,16,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
4,16,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
5,16,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
6,16,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.213156197558563,1,0.005,-1
7,16,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1513791479715275,1,0.005,-1
8,16,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.14258758197082952,1,0.005,-1
9,16,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.15350000029565564,1,0.005,-1
10,16,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.17868086760674307,1,0.005,-1
11,16,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,17,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
3,17,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.21669387046619493,1,0.005,-1
4,17,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
5,17,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
6,17,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.055791354361820984,1,0.005,-1
7,17,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
8,17,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.213156197558563,1,0.005,-1
9,17,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
10,17,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.14465801288639704,1,0.005,-1
11,17,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.17063697494523078,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,18,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.055791354361820984,1,0.005,-1
3,18,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
4,18,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28742300176116214,1,0.005,-1
5,18,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
6,18,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.21669387046619493,1,0.005,-1
7,18,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1513791479715275,1,0.005,-1
8,18,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
9,18,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.14258758197082952,1,0.005,-1
10,18,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.213156197558563,1,0.005,-1
11,18,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.1447840252320051,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,19,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1513791479715275,1,0.005,-1
3,19,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.213156197558563,1,0.005,-1
4,19,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
5,19,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
6,19,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
7,19,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1625883228168087,1,0.005,-1
8,19,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25329270349499494,1,0.005,-1
9,19,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28742300176116214,1,0.005,-1
10,19,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.21669387046619493,1,0.005,-1
11,19,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,20,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1625883228168087,1,0.005,-1
3,20,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.213156197558563,1,0.005,-1
4,20,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1513791479715275,1,0.005,-1
5,20,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.15350000029565564,1,0.005,-1
6,20,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.17063697494523078,1,0.005,-1
7,20,0,"[72, 101, 64, 79, 80, 87, 78, 92, 59, 90]",46,16,0.0,1,0.005,-1
8,20,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22709485841243343,1,0.005,-1
9,20,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.13484836579444706,1,0.005,-1
10,20,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.14465801288639704,1,0.005,-1
11,20,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.055791354361820984,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,21,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.292577502549823,1,0.005,-1
3,21,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09063530118203954,1,0.005,-1
4,21,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.17063697494523078,1,0.005,-1
5,21,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.17868086760674307,1,0.005,-1
6,21,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1625883228168087,1,0.005,-1
7,21,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.14465801288639704,1,0.005,-1
8,21,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.26483961974826736,1,0.005,-1
9,21,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.1447840252320051,1,0.005,-1
10,21,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.261542588250126,1,0.005,-1
11,21,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.15350000029565564,1,0.005,-1
