1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
19,0,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.15955729230304616,1,0.005,-1
20,0,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09697559453392898,1,0.005,-1
21,0,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16526035806401035,1,0.005,-1
22,0,44,"[3, 1, 10, 0, 2, 2, 2, 3, 1, 4]",12,16,0.31783783794545295,1,0.005,-1
23,0,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.2985250002045833,1,0.005,-1
24,0,46,"[3, 4, 3, 6, 8, 5, 3, 4, 5, 3]",29,15,0.11706039392754984,1,0.005,-1
25,0,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.3022850150750202,1,0.005,-1
26,0,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.06617129076272497,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,1,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28249390814299774,1,0.005,-1
3,1,35,"[5, 4, 5, 7, 6, 4, 4, 10, 6, 3]",38,16,0.1101880803515714,1,0.005,-1
4,1,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18191017407292348,1,0.005,-1
5,1,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.231232482375356,1,0.005,-1
6,1,45,"[6, 2, 3, 8, 4, 5, 4, 3, 1, 2]",25,13,0.1906427880020671,1,0.005,-1
7,1,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.15955729230304616,1,0.005,-1
8,1,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.19184197424347832,1,0.005,-1
9,1,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1110287000283837,1,0.005,-1
10,1,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26771571846760056,1,0.005,-1
11,1,41,"[0, 2, 3, 5, 7, 3, 2, 3, 2, 1]",18,10,0.2584391804708627,1,0.005,-1
12,1,49,"[4, 4, 4, 4, 4, 9, 4, 11, 5, 4]",36,17,0.12844863490940442,1,0.005,-1
13,1,40,"[6, 4, 3, 8, 6, 7, 4, 4, 7, 6]",40,15,0.11283336418322637,1,0.005,-1
14,1,42,"[5, 5, 5, 3, 5, 3, 1, 6, 6, 5]",34,10,0.13390806429629565,1,0.005,-1
15,1,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14349832872834073,1,0.005,-1
16,1,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.25197372675116125,1,0.005,-1
17,1,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.2985250002045833,1,0.005,-1
18,1,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09697559453392898,1,0.005,-1
19,1,43,"[5, 8, 9, 6, 3, 2, 8, 3, 6, 6]",44,12,0.1652699434197492,1,0.005,-1
20,1,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2129924091322133,1,0.005,-1
21,1,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1392683745732049,1,0.005,-1
22,1,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1360385973327667,1,0.005,-1
23,1,48,"[10, 8, 3, 3, 7, 10, 6, 5, 7, 2]",47,14,0.1644070332712964,1,0.005,-1
24,1,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25972998979479855,1,0.005,-1
25,1,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.13685495494205518,1,0.005,-1
26,1,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11464894642001039,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,2,29,"[10, 9, 5, 4, 2, 3, 6, 3, 2, 8]",41,11,0.19225796271201842,1,0.005,-1
3,2,0,"[203, 253, 194, 217, 212, 219, 188, 251, 195, 206]",46,16,0.0,1,0.005,-1
4,2,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.16125141253579278,1,0.005,-1
5,2,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1392683745732049,1,0.005,-1
6,2,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.13592619065502534,1,0.005,-1
7,2,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1360385973327667,1,0.005,-1
8,2,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2129924091322133,1,0.005,-1
9,2,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.15955729230304616,1,0.005,-1
10,2,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17606786745500966,1,0.005,-1
11,2,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.22932322602159508,1,0.005,-1
12,2,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.10816605893847764,1,0.005,-1
13,2,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1110287000283837,1,0.005,-1
14,2,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10724398436946374,1,0.005,-1
15,2,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25972998979479855,1,0.005,-1
16,2,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1724960424695065,1,0.005,-1
17,2,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26771571846760056,1,0.005,-1
18,2,44,"[3, 1, 10, 0, 2, 2, 2, 3, 1, 4]",12,16,0.31783783794545295,1,0.005,-1
19,2,49,"[4, 4, 4, 4, 4, 9, 4, 11, 5, 4]",36,17,0.12844863490940442,1,0.005,-1
20,2,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18191017407292348,1,0.005,-1
21,2,45,"[6, 2, 3, 8, 4, 5, 4, 3, 1, 2]",25,13,0.1906427880020671,1,0.005,-1
22,2,46,"[3, 4, 3, 6, 8, 5, 3, 4, 5, 3]",29,15,0.11706039392754984,1,0.005,-1
23,2,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.3022850150750202,1,0.005,-1
24,2,40,"[6, 4, 3, 8, 6, 7, 4, 4, 7, 6]",40,15,0.11283336418322637,1,0.005,-1
25,2,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15905027490748738,1,0.005,-1
26,2,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.25197372675116125,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,3,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.13685495494205518,1,0.005,-1
3,3,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25972998979479855,1,0.005,-1
4,3,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09697559453392898,1,0.005,-1
5,3,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28249390814299774,1,0.005,-1
6,3,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.3022850150750202,1,0.005,-1
7,3,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17606786745500966,1,0.005,-1
8,3,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14349832872834073,1,0.005,-1
9,3,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14999139429168024,1,0.005,-1
10,3,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1110287000283837,1,0.005,-1
11,3,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16526035806401035,1,0.005,-1
12,3,41,"[0, 2, 3, 5, 7, 3, 2, 3, 2, 1]",18,10,0.2584391804708627,1,0.005,-1
13,3,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1724960424695065,1,0.005,-1
14,3,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.231232482375356,1,0.005,-1
15,3,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18191017407292348,1,0.005,-1
16,3,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13782327036329392,1,0.005,-1
17,3,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.15955729230304616,1,0.005,-1
18,3,35,"[5, 4, 5, 7, 6, 4, 4, 10, 6, 3]",38,16,0.1101880803515714,1,0.005,-1
19,3,48,"[10, 8, 3, 3, 7, 10, 6, 5, 7, 2]",47,14,0.1644070332712964,1,0.005,-1
20,3,43,"[5, 8, 9, 6, 3, 2, 8, 3, 6, 6]",44,12,0.1652699434197492,1,0.005,-1
21,3,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.10816605893847764,1,0.005,-1
22,3,49,"[4, 4, 4, 4, 4, 9, 4, 11, 5, 4]",36,17,0.12844863490940442,1,0.005,-1
23,3,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.13592619065502534,1,0.005,-1
24,3,40,"[6, 4, 3, 8, 6, 7, 4, 4, 7, 6]",40,15,0.11283336418322637,1,0.005,-1
25,3,47,"[5, 2, 4, 5, 6, 7, 8, 9, 2, 4]",38,14,0.16029205772379748,1,0.005,-1
26,3,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26771571846760056,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,4,29,"[10, 9, 5, 4, 2, 3, 6, 3, 2, 8]",41,11,0.19225796271201842,1,0.005,-1
3,4,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18191017407292348,1,0.005,-1
4,4,48,"[10, 8, 3, 3, 7, 10, 6, 5, 7, 2]",47,14,0.1644070332712964,1,0.005,-1
5,4,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1724960424695065,1,0.005,-1
6,4,10,"[3, 5, 2, 4, 0, 5, 3, 0, 2, 3]",16,11,0.2985250002045833,1,0.005,-1
7,4,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.13685495494205518,1,0.005,-1
8,4,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25972998979479855,1,0.005,-1
9,4,47,"[5, 2, 4, 5, 6, 7, 8, 9, 2, 4]",38,14,0.16029205772379748,1,0.005,-1
10,4,44,"[3, 1, 10, 0, 2, 2, 2, 3, 1, 4]",12,16,0.31783783794545295,1,0.005,-1
11,4,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.13592619065502534,1,0.005,-1
12,4,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14349832872834073,1,0.005,-1
13,4,43,"[5, 8, 9, 6, 3, 2, 8, 3, 6, 6]",44,12,0.1652699434197492,1,0.005,-1
14,4,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09697559453392898,1,0.005,-1
15,4,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20581720803647757,1,0.005,-1
16,4,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14999139429168024,1,0.005,-1
17,4,40,"[6, 4, 3, 8, 6, 7, 4, 4, 7, 6]",40,15,0.11283336418322637,1,0.005,-1
18,4,42,"[5, 5, 5, 3, 5, 3, 1, 6, 6, 5]",34,10,0.13390806429629565,1,0.005,-1
19,4,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.19184197424347832,1,0.005,-1
20,4,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13628383763268043,1,0.005,-1
21,4,45,"[6, 2, 3, 8, 4, 5, 4, 3, 1, 2]",25,13,0.1906427880020671,1,0.005,-1
22,4,11,"[6, 7, 4, 6, 4, 8, 5, 7, 4, 6]",42,15,0.06617129076272497,1,0.005,-1
23,4,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1360385973327667,1,0.005,-1
24,4,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.3022850150750202,1,0.005,-1
25,4,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13782327036329392,1,0.005,-1
26,4,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.16125141253579278,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,5,42,"[5, 5, 5, 3, 5, 3, 1, 6, 6, 5]",34,10,0.13390806429629565,1,0.005,-1
3,5,15,"[1, 0, 1, 2, 3, 4, 4, 2, 2, 3]",11,11,0.25972998979479855,1,0.005,-1
4,5,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.15955729230304616,1,0.005,-1
5,5,41,"[0, 2, 3, 5, 7, 3, 2, 3, 2, 1]",18,10,0.2584391804708627,1,0.005,-1
6,5,40,"[6, 4, 3, 8, 6, 7, 4, 4, 7, 6]",40,15,0.11283336418322637,1,0.005,-1
7,5,9,"[1, 10, 3, 3, 8, 6, 3, 8, 4, 6]",41,11,0.1724960424695065,1,0.005,-1
8,5,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1392683745732049,1,0.005,-1
9,5,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.13685495494205518,1,0.005,-1
10,5,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28249390814299774,1,0.005,-1
11,5,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2625798367190598,1,0.005,-1
12,5,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.16125141253579278,1,0.005,-1
13,5,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1110287000283837,1,0.005,-1
14,5,23,"[2, 6, 1, 3, 2, 5, 1, 5, 6, 6]",24,13,0.19184197424347832,1,0.005,-1
15,5,46,"[3, 4, 3, 6, 8, 5, 3, 4, 5, 3]",29,15,0.11706039392754984,1,0.005,-1
16,5,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15905027490748738,1,0.005,-1
17,5,49,"[4, 4, 4, 4, 4, 9, 4, 11, 5, 4]",36,17,0.12844863490940442,1,0.005,-1
18,5,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.231232482375356,1,0.005,-1
19,5,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14349832872834073,1,0.005,-1
20,5,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17606786745500966,1,0.005,-1
21,5,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11464894642001039,1,0.005,-1
22,5,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20581720803647757,1,0.005,-1
23,5,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.3022850150750202,1,0.005,-1
24,5,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18191017407292348,1,0.005,-1
25,5,32,"[6, 5, 7, 5, 2, 6, 5, 4, 3, 6]",32,17,0.12231976058459511,1,0.005,-1
26,5,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16526035806401035,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,6,0,"[203, 253, 194, 217, 212, 219, 188, 251, 195, 206]",46,16,0.0,1,0.005,-1
3,6,40,"[6, 4, 3, 8, 6, 7, 4, 4, 7, 6]",40,15,0.11283336418322637,1,0.005,-1
4,6,41,"[0, 2, 3, 5, 7, 3, 2, 3, 2, 1]",18,10,0.2584391804708627,1,0.005,-1
5,6,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14349832872834073,1,0.005,-1
6,6,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17606786745500966,1,0.005,-1
7,6,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13628383763268043,1,0.005,-1
8,6,28,"[3, 4, 5, 2, 3, 4, 1, 5, 4, 2]",20,13,0.1360385973327667,1,0.005,-1
9,6,32,"[6, 5, 7, 5, 2, 6, 5, 4, 3, 6]",32,17,0.12231976058459511,1,0.005,-1
10,6,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1392683745732049,1,0.005,-1
11,6,18,"[3, 1, 4, 6, 2, 3, 2, 1, 2, 7]",14,17,0.22856803428595832,1,0.005,-1
12,6,34,"[1, 2, 6, 6, 2, 6, 1, 3, 3, 1]",15,16,0.231232482375356,1,0.005,-1
13,6,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10724398436946374,1,0.005,-1
14,6,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.22932322602159508,1,0.005,-1
15,6,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16526035806401035,1,0.005,-1
16,6,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15905027490748738,1,0.005,-1
17,6,45,"[6, 2, 3, 8, 4, 5, 4, 3, 1, 2]",25,13,0.1906427880020671,1,0.005,-1
18,6,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1110287000283837,1,0.005,-1
19,6,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14999139429168024,1,0.005,-1
20,6,36,"[2, 4, 8, 4, 3, 2, 0, 4, 6, 1]",17,17,0.2625798367190598,1,0.005,-1
21,6,47,"[5, 2, 4, 5, 6, 7, 8, 9, 2, 4]",38,14,0.16029205772379748,1,0.005,-1
22,6,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.25197372675116125,1,0.005,-1
23,6,49,"[4, 4, 4, 4, 4, 9, 4, 11, 5, 4]",36,17,0.12844863490940442,1,0.005,-1
24,6,42,"[5, 5, 5, 3, 5, 3, 1, 6, 6, 5]",34,10,0.13390806429629565,1,0.005,-1
25,6,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.13685495494205518,1,0.005,-1
26,6,46,"[3, 4, 3, 6, 8, 5, 3, 4, 5, 3]",29,15,0.11706039392754984,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,7,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16526035806401035,1,0.005,-1
3,7,4,"[2, 8, 3, 3, 5, 3, 8, 4, 4, 8]",36,12,0.16125141253579278,1,0.005,-1
4,7,46,"[3, 4, 3, 6, 8, 5, 3, 4, 5, 3]",29,15,0.11706039392754984,1,0.005,-1
5,7,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.22932322602159508,1,0.005,-1
6,7,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1110287000283837,1,0.005,-1
7,7,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13782327036329392,1,0.005,-1
8,7,14,"[3, 6, 5, 6, 3, 1, 0, 1, 1, 3]",15,14,0.28249390814299774,1,0.005,-1
9,7,47,"[5, 2, 4, 5, 6, 7, 8, 9, 2, 4]",38,14,0.16029205772379748,1,0.005,-1
10,7,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14999139429168024,1,0.005,-1
11,7,33,"[5, 12, 5, 8, 2, 3, 5, 10, 9, 4]",48,15,0.16116229662681003,1,0.005,-1
12,7,41,"[0, 2, 3, 5, 7, 3, 2, 3, 2, 1]",18,10,0.2584391804708627,1,0.005,-1
13,7,48,"[10, 8, 3, 3, 7, 10, 6, 5, 7, 2]",47,14,0.1644070332712964,1,0.005,-1
14,7,6,"[0, 14, 1, 6, 5, 4, 5, 6, 4, 2]",31,16,0.26771571846760056,1,0.005,-1
15,7,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.13685495494205518,1,0.005,-1
16,7,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20581720803647757,1,0.005,-1
17,7,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.3022850150750202,1,0.005,-1
18,7,44,"[3, 1, 10, 0, 2, 2, 2, 3, 1, 4]",12,16,0.31783783794545295,1,0.005,-1
19,7,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15905027490748738,1,0.005,-1
20,7,29,"[10, 9, 5, 4, 2, 3, 6, 3, 2, 8]",41,11,0.19225796271201842,1,0.005,-1
21,7,27,"[8, 7, 8, 4, 3, 2, 4, 10, 7, 2]",38,17,0.17606786745500966,1,0.005,-1
22,7,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18191017407292348,1,0.005,-1
23,7,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2129924091322133,1,0.005,-1
24,7,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11464894642001039,1,0.005,-1
25,7,17,"[5, 5, 5, 3, 8, 6, 4, 6, 3, 6]",39,12,0.09697559453392898,1,0.005,-1
26,7,45,"[6, 2, 3, 8, 4, 5, 4, 3, 1, 2]",25,13,0.1906427880020671,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,8,39,"[4, 8, 5, 2, 5, 10, 3, 8, 4, 5]",42,12,0.13628383763268043,1,0.005,-1
3,8,19,"[2, 4, 6, 3, 6, 2, 5, 5, 3, 3]",29,10,0.13685495494205518,1,0.005,-1
4,8,0,"[203, 253, 194, 217, 212, 219, 188, 251, 195, 206]",46,16,0.0,1,0.005,-1
5,8,46,"[3, 4, 3, 6, 8, 5, 3, 4, 5, 3]",29,15,0.11706039392754984,1,0.005,-1
6,8,20,"[2, 3, 2, 3, 3, 1, 3, 4, 3, 3]",12,15,0.10816605893847764,1,0.005,-1
7,8,1,"[4, 2, 3, 1, 3, 4, 1, 5, 1, 4]",15,13,0.18191017407292348,1,0.005,-1
8,8,25,"[3, 7, 3, 5, 7, 3, 6, 6, 3, 5]",36,12,0.10724398436946374,1,0.005,-1
9,8,37,"[3, 3, 3, 3, 6, 2, 2, 6, 2, 2]",19,13,0.13592619065502534,1,0.005,-1
10,8,12,"[6, 6, 3, 5, 3, 11, 5, 2, 4, 7]",36,16,0.16526035806401035,1,0.005,-1
11,8,7,"[3, 1, 6, 5, 5, 4, 5, 4, 3, 3]",22,17,0.15955729230304616,1,0.005,-1
12,8,40,"[6, 4, 3, 8, 6, 7, 4, 4, 7, 6]",40,15,0.11283336418322637,1,0.005,-1
13,8,26,"[2, 4, 4, 3, 3, 5, 3, 2, 4, 1]",21,10,0.14349832872834073,1,0.005,-1
14,8,8,"[2, 4, 2, 2, 1, 1, 5, 2, 3, 8]",20,10,0.22932322602159508,1,0.005,-1
15,8,31,"[5, 6, 3, 10, 3, 4, 1, 5, 5, 5]",33,14,0.15905027490748738,1,0.005,-1
16,8,49,"[4, 4, 4, 4, 4, 9, 4, 11, 5, 4]",36,17,0.12844863490940442,1,0.005,-1
17,8,21,"[8, 10, 5, 5, 8, 3, 8, 6, 8, 7]",52,16,0.1110287000283837,1,0.005,-1
18,8,48,"[10, 8, 3, 3, 7, 10, 6, 5, 7, 2]",47,14,0.1644070332712964,1,0.005,-1
19,8,22,"[2, 2, 2, 2, 7, 7, 8, 7, 7, 8]",35,17,0.20581720803647757,1,0.005,-1
20,8,13,"[1, 3, 1, 1, 3, 4, 2, 3, 2, 3]",10,13,0.14999139429168024,1,0.005,-1
21,8,24,"[2, 5, 1, 2, 5, 0, 0, 3, 4, 3]",13,12,0.3022850150750202,1,0.005,-1
22,8,3,"[6, 1, 3, 4, 7, 7, 4, 7, 1, 2]",28,14,0.2129924091322133,1,0.005,-1
23,8,44,"[3, 1, 10, 0, 2, 2, 2, 3, 1, 4]",12,16,0.31783783794545295,1,0.005,-1
24,8,38,"[10, 8, 4, 6, 3, 7, 7, 5, 6, 5]",51,10,0.11464894642001039,1,0.005,-1
25,8,5,"[5, 2, 3, 4, 3, 4, 6, 3, 4, 2]",25,11,0.1392683745732049,1,0.005,-1
26,8,16,"[3, 7, 2, 3, 4, 2, 4, 7, 4, 2]",25,13,0.13782327036329392,1,0.005,-1
1,rounds,id,label,train_samples,test_samples,distance,local_steps,learning_rate,last_loss
2,9,2,"[7, 5, 3, 7, 2, 4, 0, 14, 4, 3]",33,16,0.25197372675116125,1,0.005,-1
